1	Ukut esgha elpesinun qelghusanka manimeng tuunyaghqaghpesineng ugpeqanun Judea-melngughnun. Ungipaatellemtun Galatia-ghmiit ugpeqiit, elpesillu ellngistun pitek.
2	Sivulighpigaghmi Santillghem aghneghani qamagllusi aaftiiqitek manimeng allgeghneghpesineng. Tuunyaghqaghpesi angtalanga allgeghneghpesi angtalanganeng iikluku tuunyaghqaaguq. Enkaam elpesinun pikuma qerngughtifqaafsi manimeng pilghaasi.
3	Kaaskuma kayaglleqanka tamaakut nakmikegkasi latatgun aglaatesqelluku tunusaghsi Jerusalem-emun.
4	Sumeghtaghallemni whangallu pilleghqaqa pinighyaghqaakan, maliggnakangatnga.
5	Elpesinun laalighhnaqegkuma sivuklunga Macedonia-kun aagllequnga.
6	Entaqun elpesinitaghaqaghllequnga walluumllu uksulqusiq. Taagken navek pinaqegkuma yataaghqelgusiqaghnakefsinga.
7	Atanghem piyukelqegkagu maaten pikuma elpesinitaghaghyugaqunga, aagvikaghesnaghyunghitamsi.
8	Iwernga Ephesus-mellequnga kenlanga Pentecost-em aghneghanun,
9	qayughllak megnunalghii, aangelghii qepghalleghqaqa Ataneghmun piiqeftuq. Maanllequnga qaywa uglapiglleghhiim anguyaksaghngaatnga.
10	Timothy elpesinun pikan, elngaatall upughannakesi, qayughllak qepghaaguq Ataneghmun whangamtun.
11	Qamagllusi asitnginaaghpenaan, enkaam quyangaan kayaggnakesi whangamnun. Utaqaaqaqa maligulluku ugpeqaalgutnun.
12	Ungipaataghllamsi ugpeqaalgutemnneng Apollos-meng. Elngaatall qelqaqsaghaqa laalighfikesqellusi maliglluki ilangi ugpeqaalgutet. Iwernga maaten piyunghituq. Laalighfiknaaghiisi pilleghqangegkumi.
13	Kelengatek, ugpeqilleghpesini aghuliitek, ilututek, iknaqitek.
14	Piniqelleghqun piiqiteggu sangwaa tamaghhaan.
15	Ugpeqaalgutemni, liisimakasi Stephanas-enkut nengllugutkullghiit, ugpeqaqsuwhaaghulghiit Achaia-mi. Ataneghmun tuunegkaagut ellmeggneng, ugpeqat ilangi kayusiinnaluki.
16	Qelghamsi qaatkumanginiisqelluki liilightullghit tawatelnguut yuget, ilangillu qepghalgutangit.
17	Quyaanga Stephanas-enkut, Fortunatus-enkut, Achaicus-enkut kaallghiit qayughllak kayusiitngwaatnga aviilleghpesini.
18	Quyastengngwaatnga quyastelleghmegestun elpesi. Kayusiitillghitnun iyamsiqayugvikelleghpesineng liisimakestengngwaaghnakesi.
19	Ugpeqat Asia-melnguut suumqaqiisinguq. Aquila-nkuk Priscilla-nkuk suumqeghllagiisinguq Ataneghqun, qamagllutengllu ugpeqat qerngughutkayuget elkegkenka mangteghiitni.
20	Qamaglluteng ugpeqaalgutet whangamnilnguut suumqaqiisinguq. Quyakutaqitek naaghluki Kiyaghneghem piniqellghakun.
21	Whanga katam iiggemneng una igaqaqa: Suumqamsi. Paul.
22	Kitum alngunak piniqenghilkumigu Ataneq, naafqellelguuq. “Maranatha,” whaten pisiiguq, Ataneghput, tagi!
23	Nangllegtallgha Atanghem Jesus-em elpesinilli.
24	Piniqamsi qamagllusi Christ Jesus-kun. Amen.
 
